Billboard_ID,Location_Name,Borough,Location_Type,Billboard_Type,Width_ft,Height_ft,Monthly_Impressions_Est,Monthly_Rate_INR,cpi_inr,gap_ratio,Permit_Status,Last_Audit_Date,Risk_Score,Risk_Tier,Client_ID,Client_Name,Client_Industry,ML_Anomaly_Flag
MUM-C-225,Mahim Causeway,Mumbai City,Arterial Road,Digital,40,20,1800000,520000,0.2888888888888888,-0.217687074829932,Active,2023-07-20,1,Low Risk,,,,0
MUM-W-227,Borivali Station West,West Suburbs,Transit Hub,Digital,40,20,1750000,400000,0.2285714285714285,-0.3163265306122449,Active,2024-07-08,0,No Apparent Risk,CL02,Coca-Cola,FMCG,0
MUM-S-228,Nariman Point,South Mumbai,Commercial Hub,Static,50,25,1700000,720000,0.4235294117647059,0.0340136054421769,Active,2024-10-22,0,No Apparent Risk,CL13,Taj Hotels,Hospitality,0
MUM-W-231,Juhu Beach,West Suburbs,Leisure,Digital,40,20,1350000,420000,0.3111111111111111,-0.1054421768707483,Active,2023-06-01,1,Low Risk,CL08,Starbucks,F&B,0
MUM-S-232,Churchgate Station,South Mumbai,Transit Hub,Static,40,20,1800000,600000,0.3333333333333333,-0.1360544217687075,Active,2025-05-05,0,No Apparent Risk,CL10,Amazon Prime,Entertainment,0
MUM-C-233,Haji Ali Junction,Mumbai City,Arterial Road,Static,50,25,2000000,700000,0.35,-0.1292517006802721,Active,2025-07-20,0,No Apparent Risk,CL14,Rolex,Luxury Goods,0
MUM-S-236,Peddar Road,South Mumbai,Residential Area,Digital,30,15,1000000,500000,0.5,0.1428571428571428,Active,2025-02-15,0,No Apparent Risk,CL14,Rolex,Luxury Goods,1
MUM-E-238,Mulund Check Naka,East Suburbs,Highway,Digital,70,35,2500000,850000,0.34,-0.2142857142857142,Active,2025-05-20,0,No Apparent Risk,CL12,MG Hector,Automotive,1
MUM-W-243,Dahisar Check Naka,West Suburbs,Highway,Digital,80,40,2800000,970000,0.3464285714285714,-0.2346938775510204,Active,2025-01-05,0,No Apparent Risk,CL07,BMW India,Automotive,1
MUM-S-247,Cuffe Parade,South Mumbai,Residential Area,Static,30,15,850000,500000,0.5882352941176471,0.2142857142857142,Active,2025-04-15,2,Low Risk,CL13,Taj Hotels,Hospitality,1
NAV-C-250,Belapur CBD,Navi Mumbai,Commercial Hub,Static,60,30,1500000,620000,0.4133333333333333,0.0272108843537415,Active,2025-08-30,0,No Apparent Risk,CL04,ICICI Bank,Finance,1
MUM-C-251,Bandra-Worli Sea Link Exit,Mumbai City,Highway,Static,60,30,2350000,780000,0.3319148936170212,-0.2142857142857143,Active,2025-01-25,0,No Apparent Risk,CL07,BMW India,Automotive,1
MUM-W-253,Juhu Tara Road,West Suburbs,Arterial Road,Static,40,20,1350000,530000,0.3925925925925926,0.0068027210884353,Active,2025-08-10,0,No Apparent Risk,CL08,Starbucks,F&B,0
MUM-S-254,Marine Lines,South Mumbai,Residential Area,Digital,30,15,2000000,750000,0.375,-0.0782312925170067,Active,2025-02-28,0,No Apparent Risk,CL14,Rolex,Luxury Goods,0
MUM-E-256,Powai Lake Promenade,East Suburbs,Leisure,Static,30,15,1000000,480000,0.48,0.1224489795918367,Active,2025-06-05,0,No Apparent Risk,CL09,Zomato,Tech,1
MUM-S-258,CSMT Subway,South Mumbai,Transit Hub,Static,30,15,2000000,700000,0.35,-0.1292517006802721,Active,2025-04-30,0,No Apparent Risk,CL06,Myntra,E-commerce,0
MUM-W-259,Bandra Reclamation,West Suburbs,Residential Area,Digital,40,20,1650000,520000,0.3151515151515151,-0.1462585034013605,Active,2024-10-01,0,No Apparent Risk,CL05,Lodha Group,Real Estate,0
MUM-E-261,Chembur Camp,East Suburbs,Residential Area,Digital,30,15,1100000,300000,0.2727272727272727,-0.1088435374149659,Active,2023-03-01,1,Low Risk,,,,0
MUM-S-262,Opera House,South Mumbai,Commercial Hub,Static,40,20,1300000,550000,0.4230769230769231,0.0510204081632653,Active,2025-08-20,0,No Apparent Risk,CL03,Samsung,Electronics,0
MUM-C-272,Dadar Flower Market,Mumbai City,Commercial Hub,Digital,30,15,1800000,420000,0.2333333333333333,-0.3197278911564626,Active,2024-09-25,0,No Apparent Risk,CL16,Cadbury,FMCG,1
MUM-W-273,Andheri Flyover,West Suburbs,Highway,Static,70,35,2300000,830000,0.3608695652173913,-0.1394557823129251,Active,2025-04-22,0,No Apparent Risk,CL03,Samsung,Electronics,1
MUM-W-274,Mumbai Airport T1,West Suburbs,Transit Hub,Digital,60,30,2100000,700000,0.3333333333333333,-0.1768707482993197,Active,2025-06-20,0,No Apparent Risk,CL11,Emirates,Travel,0
NAV-C-276,Panvel City,Navi Mumbai,Commercial Hub,Digital,40,20,1500000,450000,0.3,-0.1462585034013605,Active,2025-07-15,0,No Apparent Risk,CL05,Lodha Group,Real Estate,0
MUM-W-279,Kalanagar Flyover,West Suburbs,Highway,Digital,50,25,2000000,600000,0.3,-0.2312925170068027,Active,2025-02-20,0,No Apparent Risk,CL06,Myntra,E-commerce,1
PAL-T-280,Virar Station,Palghar,Transit Hub,Digital,40,20,1550000,400000,0.2580645161290322,-0.2210884353741496,Expired,2022-02-15,4,High Risk,,,,0
MUM-C-283,Haji Ali Dargah Road,Mumbai City,Leisure,Digital,30,15,2100000,650000,0.3095238095238095,-0.227891156462585,Active,2025-05-25,0,No Apparent Risk,CL16,Cadbury,FMCG,1
MUM-E-284,Kurla Station,East Suburbs,Transit Hub,Static,50,25,1650000,580000,0.3515151515151515,-0.0850340136054421,Active,2025-07-22,0,No Apparent Risk,CL03,Samsung,Electronics,0
NAV-A-291,Airoli Circle,Navi Mumbai,Arterial Road,Digital,50,25,1450000,500000,0.3448275862068966,-0.0714285714285714,Active,2022-10-01,1,Low Risk,,,,0
MUM-C-292,Byculla Zoo,Mumbai City,Leisure,Digital,40,20,1200000,320000,0.2666666666666666,-0.1360544217687074,Active,2025-08-04,0,No Apparent Risk,CL16,Cadbury,FMCG,0
MUM-W-294,Khar Subway,West Suburbs,Transit Hub,Digital,30,15,1350000,370000,0.2740740740740741,-0.1564625850340136,Active,2024-04-25,0,No Apparent Risk,CL06,Myntra,E-commerce,0
MUM-W-295,Sakinaka Metro Station,West Suburbs,Transit Hub,Static,50,25,1700000,620000,0.3647058823529411,-0.0680272108843537,Active,2025-07-30,0,No Apparent Risk,CL11,Emirates,Travel,0
MUM-E-298,Bhandup Pumping Station,East Suburbs,Highway,Digital,70,35,2200000,750000,0.3409090909090909,-0.173469387755102,Active,2024-10-15,0,No Apparent Risk,CL12,MG Hector,Automotive,1
MUM-W-299,Kalina University,West Suburbs,Leisure,Digital,40,20,1300000,400000,0.3076923076923077,-0.1020408163265305,Active,2025-06-01,0,No Apparent Risk,CL09,Zomato,Tech,0
NAV-T-300,Belapur Station,Navi Mumbai,Transit Hub,Static,50,25,1450000,550000,0.3793103448275862,-0.0204081632653061,Active,2025-08-22,0,No Apparent Risk,CL04,ICICI Bank,Finance,0
MUM-W-302,Versova Beach,West Suburbs,Leisure,Static,40,20,900000,400000,0.4444444444444444,0.0884353741496598,Active,2024-01-25,0,No Apparent Risk,CL19,Pepsi,FMCG,1
THA-C-305,Thane Station Road,Thane,Commercial Hub,Static,50,25,1500000,520000,0.3466666666666667,-0.074829931972789,Pending,,1,Low Risk,,,,0
MUM-S-311,Mumbai Central Station,South Mumbai,Transit Hub,Static,60,30,2000000,720000,0.36,-0.108843537414966,Active,2025-04-16,0,No Apparent Risk,CL18,Air India,Travel,0
MUM-S-315,Breach Candy,South Mumbai,Residential Area,Digital,30,15,1200000,600000,0.5,0.1496598639455782,Active,2025-08-30,0,No Apparent Risk,CL14,Rolex,Luxury Goods,1
MUM-C-318,Elphinstone Bridge,Mumbai City,Arterial Road,Digital,40,20,1950000,580000,0.2974358974358974,-0.227891156462585,Active,2025-01-15,0,No Apparent Risk,CL09,Zomato,Tech,0
MUM-W-319,Gorai Beach Road,West Suburbs,Leisure,Digital,30,15,800000,270000,0.3375,0.0034013605442176,Pending,,1,Low Risk,CL02,Coca-Cola,FMCG,1
MUM-S-322,Kemps Corner,South Mumbai,Commercial Hub,Digital,40,20,1700000,650000,0.3823529411764705,-0.0374149659863945,Active,2025-08-02,0,No Apparent Risk,CL15,Tanishq,Jewellery,0
MUM-W-323,Malad Mindspace,West Suburbs,Commercial Hub,Static,50,25,1400000,600000,0.4285714285714285,0.054421768707483,Active,2025-01-30,0,No Apparent Risk,,,,0
MUM-C-324,Worli Dairy,Mumbai City,Arterial Road,Digital,40,20,1850000,590000,0.3189189189189189,-0.1700680272108844,Active,2025-08-31,0,No Apparent Risk,CL16,Cadbury,FMCG,0
MUM-S-328,Gateway of India,South Mumbai,Leisure,Static,40,20,1700000,850000,0.5,0.1666666666666667,Active,2024-11-25,0,No Apparent Risk,CL13,Taj Hotels,Hospitality,1
MUM-W-330,Borivali National Park Entrance,West Suburbs,Leisure,Digital,40,20,1200000,370000,0.3083333333333333,-0.0850340136054421,Active,2024-03-01,0,No Apparent Risk,CL10,Amazon Prime,Entertainment,0
MUM-C-331,Lalbaug Flyover,Mumbai City,Highway,Static,50,25,1900000,680000,0.3578947368421052,-0.1020408163265305,Active,2025-08-16,0,No Apparent Risk,CL03,Samsung,Electronics,0
MUM-S-334,Charni Road Station,South Mumbai,Transit Hub,Digital,40,20,1800000,470000,0.2611111111111111,-0.2687074829931973,Active,2025-04-02,0,No Apparent Risk,,,,0
MUM-E-338,Anushakti Nagar,East Suburbs,Residential Area,Digital,30,15,950000,300000,0.3157894736842105,-0.0374149659863945,Active,2024-06-15,0,No Apparent Risk,CL17,HDFC Bank,Finance,0
MUM-S-339,Kalbadevi Road,South Mumbai,Commercial Hub,Digital,30,15,1600000,440000,0.275,-0.2040816326530612,Pending,,1,Low Risk,,,,0
MUM-W-343,Dahisar River Bridge,West Suburbs,Arterial Road,Digital,40,20,1500000,400000,0.2666666666666666,-0.1972789115646258,Active,2024-10-18,0,No Apparent Risk,,,,0
MUM-S-344,Bhuleshwar Market,South Mumbai,Commercial Hub,Digital,30,15,1700000,460000,0.2705882352941176,-0.2312925170068027,Active,2025-03-25,0,No Apparent Risk,CL02,Coca-Cola,FMCG,0
MUM-C-347,Antop Hill,Mumbai City,Residential Area,Digital,30,15,1000000,320000,0.32,-0.0408163265306122,Active,2025-02-05,0,No Apparent Risk,,,,0
MUM-S-349,Malabar Hill,South Mumbai,Residential Area,Digital,30,15,1300000,650000,0.5,0.1530612244897959,Active,2025-06-15,0,No Apparent Risk,CL14,Rolex,Luxury Goods,1
MUM-W-352,Film City Main Gate,West Suburbs,Leisure,Static,60,30,1200000,600000,0.5,0.1496598639455782,Active,2024-12-10,0,No Apparent Risk,CL01,Netflix India,Entertainment,1
MUM-S-354,Crawford Market,South Mumbai,Commercial Hub,Digital,40,20,1900000,520000,0.2736842105263158,-0.2653061224489795,Active,2025-05-28,0,No Apparent Risk,CL19,Pepsi,FMCG,0
MUM-S-359,Zaveri Bazaar,South Mumbai,Commercial Hub,Digital,30,15,1800000,500000,0.2777777777777778,-0.2380952380952381,Active,2025-04-20,0,No Apparent Risk,CL15,Tanishq,Jewellery,0
MUM-S-365,Ballard Estate,South Mumbai,Commercial Hub,Static,40,20,1200000,550000,0.4583333333333333,0.0986394557823129,Expired,2022-02-20,4,High Risk,CL13,Taj Hotels,Hospitality,0
MUM-S-371,Flora Fountain,South Mumbai,Leisure,Digital,40,20,1800000,700000,0.3888888888888889,-0.0340136054421769,Active,2025-09-01,0,No Apparent Risk,CL18,Air India,Travel,0
MUM-C-374,Cotton Green Station,Mumbai City,Transit Hub,Digital,30,15,1100000,320000,0.2909090909090909,-0.0884353741496598,Active,2024-07-05,0,No Apparent Risk,CL02,Coca-Cola,FMCG,0
MUM-W-385,Goregaon Sports Club,West Suburbs,Leisure,Digital,30,15,900000,300000,0.3333333333333333,-0.0136054421768707,Active,2024-06-25,0,No Apparent Risk,CL19,Pepsi,FMCG,0
MUM-C-386,Sion Hospital,Mumbai City,Arterial Road,Digital,40,20,1600000,450000,0.28125,-0.1938775510204081,Active,2025-07-25,0,No Apparent Risk,CL17,HDFC Bank,Finance,0
MUM-S-387,Sandhurst Road Station,South Mumbai,Transit Hub,Static,40,20,1300000,500000,0.3846153846153846,0.0,Pending,,1,Low Risk,,,,0
NAV-I-389,Taloja MIDC,Navi Mumbai,Industrial,Digital,50,25,1000000,320000,0.32,-0.0408163265306122,Active,2024-02-22,0,No Apparent Risk,CL21,Blue Dart,Logistics,1
MUM-E-390,Chembur Naka,East Suburbs,Commercial Hub,Static,50,25,1500000,550000,0.3666666666666666,-0.0442176870748299,Active,2025-07-30,0,No Apparent Risk,CL15,Tanishq,Jewellery,0
MUM-C-392,Worli Naka,Mumbai City,Arterial Road,Digital,40,20,1900000,600000,0.3157894736842105,-0.183673469387755,Active,2025-06-18,0,No Apparent Risk,CL16,Cadbury,FMCG,0
MUM-S-393,Bhendi Bazaar,South Mumbai,Commercial Hub,Static,40,20,1500000,520000,0.3466666666666667,-0.074829931972789,Active,2025-04-25,0,No Apparent Risk,CL02,Coca-Cola,FMCG,0
MUM-E-396,Airoli Station,Navi Mumbai,Transit Hub,Static,50,25,1200000,480000,0.4,0.0272108843537415,Active,2025-09-01,0,No Apparent Risk,CL09,Zomato,Tech,0
MUM-S-399,Hughes Road,South Mumbai,Arterial Road,Static,40,20,1600000,620000,0.3875,-0.020408163265306,Active,2025-08-19,0,No Apparent Risk,CL14,Rolex,Luxury Goods,0
MUM-S-405,Chowpatty Beach,South Mumbai,Leisure,Digital,50,25,1900000,700000,0.3684210526315789,-0.0816326530612244,Active,2024-10-20,0,No Apparent Risk,CL19,Pepsi,FMCG,0
MUM-C-408,Mahalaxmi Race Course,Mumbai City,Leisure,Static,50,25,1500000,600000,0.4,0.0068027210884353,Active,2025-08-11,0,No Apparent Risk,CL14,Rolex,Luxury Goods,0
MUM-W-416,Santacruz Station East,West Suburbs,Transit Hub,Static,40,20,1600000,420000,0.2625,-0.2244897959183673,Active,2024-09-15,0,No Apparent Risk,,,,0
MUM-S-417,Mumbadevi Temple,South Mumbai,Leisure,Digital,30,15,1500000,450000,0.3,-0.1462585034013605,Active,2025-06-11,0,No Apparent Risk,CL15,Tanishq,Jewellery,0
MUM-S-422,Masjid Bunder Station,South Mumbai,Transit Hub,Static,40,20,1700000,450000,0.2647058823529412,-0.2414965986394557,Active,2025-06-08,0,No Apparent Risk,CL21,Blue Dart,Logistics,0
MUM-S-427,Dockyard Road Station,South Mumbai,Transit Hub,Digital,40,20,1100000,350000,0.3181818181818182,-0.0578231292517006,Active,2025-05-16,0,No Apparent Risk,CL18,Air India,Travel,0
NAV-T-433,Juinagar Station,Navi Mumbai,Transit Hub,Digital,40,20,1100000,380000,0.3454545454545454,-0.0272108843537415,Active,2025-08-16,0,No Apparent Risk,CL09,Zomato,Tech,0
MUM-E-435,Kanjurmarg Station,East Suburbs,Transit Hub,Digital,40,20,1200000,390000,0.325,-0.064625850340136,Active,2025-02-12,0,No Apparent Risk,,,,0
MUM-S-437,Reay Road Station,South Mumbai,Transit Hub,Digital,30,15,1000000,330000,0.33,-0.0306122448979591,Active,2025-05-20,0,No Apparent Risk,CL21,Blue Dart,Logistics,0
MUM-S-443,Marine Lines Station,South Mumbai,Transit Hub,Digital,40,20,1800000,550000,0.3055555555555556,-0.1870748299319728,Active,2025-07-29,0,No Apparent Risk,CL18,Air India,Travel,0
MUM-W-451,Bandra-Worli Sea Link,West Suburbs,Highway,Digital,60,30,2500000,850000,0.34,-0.2142857142857142,Active,2024-11-15,0,No Apparent Risk,CL01,Netflix India,Entertainment,1
MUM-C-452,Dadar Station West,Mumbai City,Transit Hub,Static,40,20,1800000,400000,0.2222222222222222,-0.3401360544217687,Active,2025-03-10,0,No Apparent Risk,CL02,Coca-Cola,FMCG,0
MUM-W-453,Juhu Circle,West Suburbs,Commercial Hub,Digital,50,25,1500000,600000,0.4,0.0068027210884353,Active,2025-01-20,0,No Apparent Risk,CL03,Samsung,Electronics,0
MUM-S-454,Marine Drive,South Mumbai,Arterial Road,Static,30,15,2000000,750000,0.375,-0.0782312925170067,Expired,2022-12-01,4,High Risk,CL04,ICICI Bank,Finance,0
MUM-W-455,Andheri East Station,West Suburbs,Transit Hub,Static,40,20,1750000,380000,0.2171428571428571,-0.336734693877551,Pending,2024-08-22,1,Low Risk,,,,0
MUM-E-456,Powai,400076,East Suburbs,Digital,40,20,1200000,550000,0.4583333333333333,0.0986394557823129,Active,2025-05-18,0,No Apparent Risk,CL05,Lodha Group,Real Estate,0
MUM-W-457,Goregaon Film City Road,West Suburbs,Arterial Road,Static,50,25,900000,250000,0.2777777777777778,-0.064625850340136,Active,2024-07-30,0,No Apparent Risk,CL01,Netflix India,Entertainment,1
MUM-S-458,CST Station,South Mumbai,Transit Hub,Digital,60,30,2200000,800000,0.3636363636363636,-0.1224489795918367,Active,2025-02-11,0,No Apparent Risk,CL06,Myntra,E-commerce,0
MUM-W-459,Bandra Linking Road,West Suburbs,Commercial Hub,Static,30,15,1600000,450000,0.28125,-0.1938775510204081,Active,2024-09-05,0,No Apparent Risk,CL06,Myntra,E-commerce,0
MUM-E-461,Chembur,400071,East Suburbs,Static,40,20,1100000,280000,0.2545454545454545,-0.129251700680272,Active,2022-10-25,1,Low Risk,,,,0
MUM-S-462,Colaba Causeway,South Mumbai,Commercial Hub,Digital,30,15,1300000,500000,0.3846153846153846,0.0,Active,2025-08-01,0,No Apparent Risk,CL08,Starbucks,F&B,0
MUM-W-463,Malad,400064,West Suburbs,Static,50,25,1400000,320000,0.2285714285714285,-0.2312925170068027,Expired,2023-01-15,4,High Risk,CL02,Coca-Cola,FMCG,1
MUM-C-465,Worli Sea Face,Mumbai City,Arterial Road,Static,40,20,1600000,550000,0.34375,-0.0918367346938775,Active,2024-12-10,0,No Apparent Risk,CL04,ICICI Bank,Finance,0
NAV-T-466,Vashi Station Complex,Navi Mumbai,Transit Hub,Digital,50,25,1700000,620000,0.3647058823529411,-0.0680272108843537,Active,2025-06-11,0,No Apparent Risk,,,,0
MUM-E-469,Ghatkopar,400086,East Suburbs,Static,40,20,1300000,300000,0.2307692307692307,-0.2040816326530612,Active,2024-05-14,0,No Apparent Risk,CL10,Amazon Prime,Entertainment,0
MUM-C-470,Sion Circle,Mumbai City,Arterial Road,Static,30,15,1450000,350000,0.2413793103448276,-0.2244897959183673,Pending,,1,Low Risk,,,,0
MUM-W-471,Bandra Kurla Complex (BKC),West Suburbs,Commercial Hub,Digital,60,30,2000000,900000,0.45,0.074829931972789,Active,2024-11-20,0,No Apparent Risk,CL04,ICICI Bank,Finance,1
MUM-C-472,Dadar TT Circle,Mumbai City,Arterial Road,Digital,40,20,1600000,580000,0.3625,-0.0612244897959183,Active,2025-03-03,0,No Apparent Risk,CL03,Samsung,Electronics,0
MUM-W-474,Mumbai Airport T2,West Suburbs,Transit Hub,Digital,80,40,2400000,1200000,0.5,0.1904761904761904,Active,2025-06-01,0,No Apparent Risk,CL11,Emirates,Travel,1
MUM-C-475,Mahim Causeway,Mumbai City,Arterial Road,Static,40,20,1700000,480000,0.2823529411764706,-0.2108843537414965,Expired,2022-08-10,4,High Risk,,,,0
MUM-W-477,Borivali Station West,West Suburbs,Transit Hub,Static,40,20,1650000,360000,0.2181818181818181,-0.3095238095238095,Active,2024-06-25,0,No Apparent Risk,CL02,Coca-Cola,FMCG,1
MUM-S-478,Nariman Point,South Mumbai,Commercial Hub,Digital,50,25,1800000,780000,0.4333333333333333,0.0476190476190475,Active,2024-10-10,0,No Apparent Risk,CL13,Taj Hotels,Hospitality,1
MUM-W-481,Juhu Beach,West Suburbs,Leisure,Static,40,20,1250000,380000,0.304,-0.0986394557823129,Active,2023-05-20,1,Low Risk,CL08,Starbucks,F&B,0
MUM-S-482,Churchgate Station,South Mumbai,Transit Hub,Digital,40,20,1900000,650000,0.3421052631578947,-0.1326530612244897,Active,2025-04-22,0,No Apparent Risk,CL10,Amazon Prime,Entertainment,0
MUM-C-483,Haji Ali Junction,Mumbai City,Arterial Road,Digital,50,25,2100000,760000,0.3619047619047619,-0.1156462585034013,Active,2025-07-07,0,No Apparent Risk,CL14,Rolex,Luxury Goods,0
MUM-S-486,Peddar Road,South Mumbai,Residential Area,Static,30,15,900000,450000,0.5,0.1394557823129251,Active,2025-02-01,0,No Apparent Risk,CL14,Rolex,Luxury Goods,1
MUM-E-488,Mulund Check Naka,East Suburbs,Highway,Static,70,35,2400000,800000,0.3333333333333333,-0.217687074829932,Active,2025-05-05,0,No Apparent Risk,CL12,MG Hector,Automotive,1
MUM-W-493,Dahisar Check Naka,West Suburbs,Highway,Static,80,40,2700000,920000,0.3407407407407407,-0.238095238095238,Active,2024-12-22,0,No Apparent Risk,CL07,BMW India,Automotive,1
MUM-S-497,Cuffe Parade,South Mumbai,Residential Area,Digital,30,15,950000,550000,0.5789473684210527,0.2176870748299319,Active,2025-04-01,2,Low Risk,CL13,Taj Hotels,Hospitality,1
NAV-C-500,Belapur CBD,Navi Mumbai,Commercial Hub,Digital,60,30,1600000,680000,0.425,0.0408163265306122,Active,2025-08-20,0,No Apparent Risk,CL04,ICICI Bank,Finance,1
